cast,director,id,budget,genres,imdb_id,original_language,popularity,poster_path,production_companies,release_date,revenue,status,title,imdb_rating
Jakob Salvati,Alejandro Monteverde,256962,20000000.0,Comedy,1810683,en,11.946728,/6eTWSy0kzsEpeBnlzK18aIO0qSf.jpg,Metanoia Films,2015-04-23,6485961.0,Released,Little Boy,7.0
Ryan Reynolds,Tarsem Singh,238615,26000000.0,Science Fiction,2140379,en,25.301568,/5MUyULSD4syaMQFcfPABqopAO4e.jpg,Endgame Entertainment,2015-07-10,30523226.0,Released,Self/less,6.3
Kevin Costner,Ariel Vromen,302156,31500000.0,Action,3014866,en,10.038581,/6K5JOW6HmrwJnP0VILq667cspnS.jpg,Lionsgate,2016-04-14,14708696.0,Released,Criminal,5.8
Vin Diesel,Breck Eisner,274854,90000000.0,Fantasy,1618442,en,13.412445000000002,/xw1GFKzxjgfm3dQoK1swFcHmfaC.jpg,Summit Entertainment,2015-10-21,146936910.0,Released,The Last Witch Hunter,5.7
Adam Scott,Michael Dougherty,287903,15000000.0,Horror,3850590,en,15.553313000000001,/27SiV4EBHcTBMz4IKANjhX5iIoX.jpg,Universal Pictures,2015-11-26,61548707.0,Released,Krampus,5.9
Will Smith,David Ayer,297761,175000000.0,Action,1386697,en,42.965027,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,DC Comics,2016-08-02,745600054.0,Released,Suicide Squad,5.9
Liam Hemsworth,Roland Emmerich,47933,165000000.0,Action,1628841,en,16.993841,/5CHJs479xWnm3zMDOl94VkKS7MZ.jpg,Twentieth Century Fox Film Corporation,2016-06-22,389681935.0,Released,Independence Day: Resurgence,4.9
Chris Pine,Justin Lin,188927,185000000.0,Action,2660888,en,20.659284,/mLrQMqyZgLeP8FrT5LCobKAiqmK.jpg,Paramount Pictures,2016-07-07,343471816.0,Released,Star Trek Beyond,6.6
Yvette Mimieux,Michael Miller,21950,445000.0,Crime,0074706,en,2.482536,/azK2v3mfQz8BXyhzQvSBQVfVnTQ.jpg,New World Pictures,1976-03-31,2300000.0,Released,Jackson County Jail,5.2
Hrithik Roshan,Sanjay Gadhvi,14194,11000000.0,Drama,0441048,en,3.8139300000000005,/cwesb18fxJ4kFN7w1qVnhlPDkTo.jpg,Yash Raj Films,2006-11-24,46396427.0,Released,Dhoom 2,5.9
Mark Wahlberg,Seth MacFarlane,214756,68000000.0,Comedy,2637276,en,42.061481,/A7HtCxFe7Ms8H7e7o2zawppbuDT.jpg,Universal Pictures,2015-06-25,217022588.0,Released,Ted 2,6.2
Sandra Bullock,Kyle Balda,211672,74000000.0,Family,2293640,en,547.4882980000001,/q0R4crx2SehcEEQEkYObktdeFy.jpg,Universal Pictures,2015-06-17,1156730962.0,Released,Minions,6.4
Burt Reynolds,Don Siegel,49375,14000000.0,Adventure,0081439,en,0.8256379999999999,/50gNhP3IGf1vxDmQc8LDHpQl0nh.jpg,Paramount Pictures,1980-06-19,16656125.0,Released,Rough Cut,6.1
Raymond Ochoa,Peter Sohn,105864,175000000.0,Adventure,1979388,en,12.319595,/2ZckiMTfSkCep2JTtZbr73tnQbN.jpg,Walt Disney Pictures,2015-11-14,331926147.0,Released,The Good Dinosaur,6.6
Johnny Depp,Scott Cooper,261023,53000000.0,Crime,1355683,en,10.61072,/yIVnNriiyl522hk3LFLJrrMovhP.jpg,Infinitum Nihil,2015-09-04,98837872.0,Released,Black Mass,6.3
Daniel Craig,Sam Mendes,206647,245000000.0,Action,2379713,en,24.926576999999998,/hE24GYddaxB9MVZl1CaiI86M3kp.jpg,Columbia Pictures,2015-10-26,880674609.0,Released,Spectre,6.3
Alan Young,Burny Mattinson,14813,3000000.0,Family,0085936,en,11.742804,/qHqXv0ornnkhVkTsEI0SYb5I4zp.jpg,Walt Disney Productions,1983-10-19,21000000.0,Released,Mickey's Christmas Carol,7.6
Gary Busey,Steve Carver,87533,5000000.0,Action,0094813,en,0.183677,/k9R4eKazL1zNgfHe2UGDD7BPast.jpg,Bulletproof Productions,1988-04-20,807947.0,Released,Bulletproof,6.5
Michael Fassbender,Danny Boyle,321697,30000000.0,Drama,2080374,en,16.224866,/ahUiUaeOE2lvnOy7srxaUJbbvYv.jpg,Universal Pictures,2015-10-09,34441873.0,Released,Steve Jobs,6.8
Michael Fassbender,Justin Kurzel,225728,15000000.0,History,2884018,en,12.493466,/417tcPgyz8oatgp1WE0SZZ4Odgl.jpg,Studio Canal,2015-08-16,12601706.0,Released,Macbeth,6.4
Ed Helms,John Francis Daley,296099,31000000.0,Comedy,1524930,en,11.33038,/q9kL9WW0Uu4AcfTi5iCLcYzBgnm.jpg,New Line Cinema,2015-07-28,104384188.0,Released,Vacation,6.1
Al Pacino,David Gordon Green,254905,4000000.0,Drama,2893490,en,4.69699,/8ddkmEMUXnKqAtdfDnla4ClGC1L.jpg,Worldview Entertainment,2015-06-03,143101.0,Released,Manglehorn,5.2
Sanjay Dutt,Leena Yadav,21905,2500000.0,Drama,0409527,en,0.922522,/S0SZnRPt344G5DMwtD3w1EFX3y.jpg,,2005-02-04,3100000.0,Released,Shabd,5.0
Ben Affleck,Zack Snyder,209112,250000000.0,Action,2975590,en,31.435878999999996,/cGOPbv9wA5gEejkUN892JrveARt.jpg,DC Comics,2016-03-23,873260194.0,Released,Batman v Superman: Dawn of Justice,5.7
Vera Brezhneva,Marius Balchunas,24686,3500000.0,Comedy,1366687,en,1.0351299999999999,/zP15GbVB3HW5ecWVvzgDjLLI0WZ.jpg,,2009-03-05,9112193.0,Released,Love and the City,5.1
Channing Tatum,Gregory Jacobs,264999,14800000.0,Comedy,2268016,en,8.76993,/pchyRNoZOfuEwfIa0OG87H4xGNT.jpg,Warner Bros.,2015-07-01,122513057.0,Released,Magic Mike XXL,6.2
Neel Sethi,Jon Favreau,278927,175000000.0,Family,3040964,en,17.432758,/vOipe2myi26UDwP978hsYOrnUWC.jpg,Walt Disney Pictures,2016-04-07,966550600.0,Released,The Jungle Book,6.7
Henry Cavill,Guy Ritchie,203801,75000000.0,Comedy,1638355,en,14.656875,/5ttOaThDVmTpV8iragbrhdfxEep.jpg,Davis Entertainment,2015-08-13,108145109.0,Released,The Man from U.N.C.L.E.,7.1
J. Michael Trautmann,Michael G. Bartlett,286372,3250000.0,Thriller,1791681,en,1.574542,/ya3xfMxOu5rBoVEvGYIKOdPhFlx.jpg,Tiberius Film,2014-10-20,3250000.0,Released,Treehouse,3.5
Joseph Gordon-Levitt,Robert Zemeckis,285783,35000000.0,Adventure,3488710,en,9.425787,/j38bmdM59GZP7dQtJ4srJqX6zlw.jpg,TriStar Pictures,2015-09-30,61181942.0,Released,The Walk,6.9
James Badge Dale,Michael Bay,300671,50000000.0,Action,4172430,en,18.022579,/4gpW4MkRI0BB17GHOJzXq0WamDP.jpg,Paramount Pictures,2016-01-13,69411370.0,Released,13 Hours: The Secret Soldiers of Benghazi,7.0
Mena Suvari,Jonathan Silverman,301748,3300000.0,Comedy,2796678,en,3.436499,/jso5UCtnkYvydHlCuAZ5v8c1Zj7.jpg,Magna Global Entertainment,2014-11-08,45000.0,Released,The Opposite Sex,4.1
Cassidy Gifford,Travis Cluff,299245,100000.0,Horror,2309260,en,7.51505,/rCcmr3PqKohsjl7SlsTRZF0WcUF.jpg,New Line Cinema,2015-07-10,42664410.0,Released,The Gallows,4.9
Charlize Theron,Gilles Paquet-Brenner,182560,20000000.0,Drama,2402101,en,9.188583,/1z7Bxnxi1lgO0ksc6peI4UssEPf.jpg,Denver and Delilah Productions,2015-03-31,208588.0,Released,Dark Places,5.7
Leonardo DiCaprio,Alejandro González Iñárritu,281957,135000000.0,Western,1663202,en,23.501228,/oXUWEc5i3wYyFnL1Ycu8ppxxPvs.jpg,Regency Enterprises,2015-12-25,532950503.0,Released,The Revenant,7.3
Joaquin Phoenix,Woody Allen,282984,11000000.0,Mystery,3715320,en,6.862812,/aBHkXfleH4MBTUqrCQYCIGbp9Fd.jpg,Sony Pictures,2015-07-17,27391084.0,Released,Irrational Man,6.3
Jake Gyllenhaal,Antoine Fuqua,307081,30000000.0,Action,1798684,en,12.370125999999999,/50d0XQQETSyg3bwBXhC7K33pKgc.jpg,Escape Artists,2015-06-15,91709827.0,Released,Southpaw,7.3
Emily Blunt,Denis Villeneuve,273481,30000000.0,Action,3397884,en,19.511221,/p2SdfGmQRaw8xhFbexlHL7srMM8.jpg,Lionsgate,2015-09-17,84025816.0,Released,Sicario,7.2
David Thewlis,Duke Johnson,291270,8000000.0,Animation,2401878,en,10.428421,/5DpDEEb6UJUiSaXyNegYlCqsZdd.jpg,Starburns Industries,2015-12-30,5659286.0,Released,Anomalisa,6.9
Emma Watson,Florian Gallenberger,318781,14000000.0,Drama,4005402,en,10.156891,/buEhROtfCEFNhjPWdJVgeVnrThj.jpg,Majestic Filmproduktion,2016-02-18,3621046.0,Released,Colonia,7.4
Olivia Taylor Dudley,Mark Neveldine,157544,13000000.0,Thriller,1524575,en,5.149301,/uiKoHzltaCzHOzvef9tU4HKhqsc.jpg,Lakeshore Entertainment,2015-07-24,1784763.0,Released,The Vatican Tapes,4.6
Robert De Niro,Nancy Meyers,257211,35000000.0,Comedy,2361509,en,15.651704999999998,/vQ7oVX2j7BnMDYyzuFeG1epqvGb.jpg,Waverly Films,2015-09-24,194564672.0,Released,The Intern,7.1
Karl Glusman,Gaspar Noé,292431,3000000.0,Drama,3774694,en,2.328321,/dw7Lbq7luiH11cbL5MlJwUdxkUk.jpg,Wild Bunch,2015-07-06,249083.0,Released,Love,5.2
Brie Larson,Lenny Abrahamson,264644,6000000.0,Drama,3170832,en,12.443291,/eqFckcHuFCT1FrzLOAvXBb4jHwq.jpg,Téléfilm Canada,2015-10-16,35401758.0,Released,Room,8.1
Jason Bateman,Joel Edgerton,328425,5000000.0,Thriller,4178092,en,8.585856,/chrYVlwpBjlYM80w4bQDZzfNQZf.jpg,Blumhouse Productions,2015-07-30,58978653.0,Released,The Gift,6.7
Anya Taylor-Joy,Robert Eggers,310131,3500000.0,Mystery,4263482,en,11.840138,/jfGsfzq5JrMAKbAOV2TmhsOs3tf.jpg,Parts and Labor,2016-02-19,40423945.0,Released,The Witch,6.3
Elle Fanning,Gaby Dellal,300667,5000000.0,Comedy,4158624,en,4.626437999999999,/A40ko85pS3yrkzeYVuVKB8Xbjjq.jpg,IM Global,2016-02-11,443962.0,Released,3 Generations,6.1
Stephen Dorff,Eran Riklis,121640,8000000.0,Drama,2131698,en,3.5497379999999996,/3Clr8iwXapaP18uT5gnh3EoXpAz.jpg,Bedlam Productions,2012-10-14,42330.0,Released,Zaytoun,6.6
Olivia DeJonge,M. Night Shyamalan,298312,5000000.0,Horror,3567288,en,15.021057999999998,/32tNtTEQ1vIOLm1hEOSFkVwJT5D.jpg,Blumhouse Productions,2015-09-10,98450062.0,Released,The Visit,6.0
Chiwetel Ejiofor,Billy Ray,290751,19500000.0,Crime,1741273,en,6.79115,/jHaJkzzmxjwXnvNHBFqXd8l4UE4.jpg,Ingenious Media,2015-10-14,34854990.0,Released,Secret in Their Eyes,6.2
Shannyn Sossamon,Ciaran Foy,283445,10000000.0,Horror,2752772,en,17.602928,/AeJYo2wLVL6NpkHxpWIptGbQD0N.jpg,Alliance Films,2015-08-19,52882018.0,Released,Sinister 2,5.5
Jesse Eisenberg,Nima Nourizadeh,261392,28000000.0,Comedy,3316948,en,9.534828,/auQHgr1FO6upJpXx1eYEeyq2sMs.jpg,Lionsgate,2015-08-19,27139524.0,Released,American Ultra,6.0
Owen Wilson,John Erick Dowdle,192141,5000000.0,Action,1781922,en,14.132620000000001,/xVuBEKHqzIC6DRuVfjdt2306crQ.jpg,Bold Films,2015-08-26,54418872.0,Released,No Escape,6.7
O'Shea Jackson Jr.,F. Gary Gray,277216,28000000.0,Drama,1398426,en,21.183076999999997,/X7S1RtotXOZNV7OlgCfh5VKZSB.jpg,New Line Cinema,2015-08-13,201634991.0,Released,Straight Outta Compton,7.7
Kitana Kiki Rodriguez,Sean Baker,308084,100000.0,Comedy,3824458,en,4.832631,/iSqf5MR4Df89Iz4KRApcP32IvZc.jpg,Duplass Brothers Productions,2015-07-10,702354.0,Released,Tangerine,6.9
Jennifer Lawrence,David O. Russell,274479,60000000.0,Drama,2446980,en,12.975936,/zNjxzdgSwzRXnP8Stu3HGzKQKWp.jpg,Fox 2000 Pictures,2015-12-24,101134059.0,Released,Joy,6.4
Magdalena Mielcarz,Vladimir Bortko,17935,25000000.0,Drama,1242457,en,7.8554889999999995,/zdwZUBFcVpg4ficCyZ2u6UIYruB.jpg,Central Partnership,2009-04-02,16815892.0,Released,Iron & Blood: The Legend of Taras Bulba,5.0
James McAvoy,Paul McGuigan,228066,40000000.0,Drama,1976009,en,9.447808,/FDcYYHd6IlKj2ZitO9ASE4GlKa.jpg,Twentieth Century Fox Film Corporation,2015-11-10,34227298.0,Released,Victor Frankenstein,5.6
Rachel Dratch,Joseph Dorman,84401,500000.0,Documentary,1976608,en,0.086226,/6nz27D0gWjHjMbo2V6tJaiHMZ5l.jpg,,2012-02-24,845188.0,Released,Sholem Aleichem: Laughing In The Darkness,7.0
Isabelle Huppert,Brillante Mendoza,98203,11180.0,Drama,1699745,en,0.6609689999999999,/59VB1Ft8oZxc2YgH0Sji8YSG18M.jpg,Centerstage Productions,2012-09-05,24591.0,Released,Captive,5.9
Nicholas Hoult,Drake Doremus,301875,16000000.0,Drama,3289728,en,19.803969,/hhTg6vU9gmItu01Ac6r1U4ZdPGH.jpg,Scott Free Productions,2015-07-15,2084628.0,Released,Equals,5.9
Tye Sheridan,Christopher B. Landon,273477,15000000.0,Comedy,1727776,en,20.683405,/3wHxtemithpFQiB7ffa50ZKI6bz.jpg,Paramount Pictures,2015-10-23,14860766.0,Released,Scouts Guide to the Zombie Apocalypse,6.2
Carey Mulligan,Sarah Gavron,245168,14000000.0,Drama,3077214,en,8.093442,/gG2Y8GNXzMrZCx65a8EhdNq2iuu.jpg,Ruby Films,2015-10-16,16002420.0,Released,Suffragette,7.1
Zac Efron,Max Joseph,301351,6000000.0,Drama,3787590,en,9.023686,/accc6f6h3Xi8kURvYpPoATOsm2Z.jpg,Working Title Films,2015-08-26,11122090.0,Released,We Are Your Friends,6.3
Priscilla C. Shirer,Alex Kendrick,323272,3000000.0,Drama,3832914,en,5.384163,/ufyybGW3q0wbATNg03geeSEdsDo.jpg,Provident Films,2015-08-28,67790117.0,Released,War Room,6.9
Tom Hardy,Brian Helgeland,276907,25000000.0,Crime,3569230,en,11.187833,/nXXI1MCJ0ugMetJ5Qn7ofDXANxf.jpg,Working Title Films,2015-09-09,42972994.0,Released,Legend,6.7
Eddie Redmayne,Tom Hooper,306819,15000000.0,Drama,0810819,en,11.245661,/seWQ6UKCrhGH0eP7dFZvmIBQtKF.jpg,Pretty Pictures,2015-11-27,64191523.0,Released,The Danish Girl,7.4
Anton Yelchin,Jeremy Saulnier,313922,5000000.0,Horror,4062536,en,8.4702,/sTlPvjdQrrv5cLH410aMlSxqi0x.jpg,Film Science,2016-04-15,3220371.0,Released,Green Room,6.7
Idris Elba,Cary Fukunaga,283587,6000000.0,Drama,1365050,en,11.732546,/mhqavU5fQGQyiNyqFWFR0I0r2e4.jpg,Participant Media,2015-09-11,9077700.0,Released,Beasts of No Nation,7.6
Maggie Smith,Nicholas Hytner,328589,6000000.0,Comedy,3722070,en,5.799373,/8cpr5PSQEnY12FrN6FH6Y9CSkpY.jpg,BBC Films,2015-11-13,41387687.0,Released,The Lady in the Van,6.0
Mannara Chopra,Vivek Agnihotri,310123,1556288.0,Thriller,4228746,en,0.195677,/lniHe5LkcfMlkDZiDJLbydiTXSj.jpg,,2014-11-28,1268395.0,Released,Zid,7.5
Ed Skrein,Camille Delamarre,287948,25000000.0,Thriller,2938956,en,11.007319,/zW7oC3tucYLzu77xNbPbYjXUN4o.jpg,EuropaCorp,2015-09-03,72629670.0,Released,The Transporter Refueled,5.3
Keanu Reeves,Eli Roth,263472,2500000.0,Drama,3605418,en,11.898793,/eynMtjBB1fXsB5vsQylVmsDLmvw.jpg,Universum Film (UFA),2015-06-26,6341684.0,Released,Knock Knock,4.9
Austin Nichols,Hayley Cloake,74254,130000.0,Drama,0455537,en,0.11689,/2Uods4KtT6IsyxIS661WOKjHpok.jpg,,2007-09-11,1677.0,Released,The House of Usher,5.0
Jake Gyllenhaal,Jean-Marc Vallée,303991,10000000.0,Comedy,1172049,en,6.925667,/mPIHDFbwpDAEnyW4yM75ZV2Z2oQ.jpg,Sidney Kimmel Entertainment,2016-04-06,1978592.0,Released,Demolition,6.6
Sandra Bullock,David Gordon Green,10317,28000000.0,Comedy,1018765,en,12.158176,/e794uH5mC39eJj413G1FBYHWzI8.jpg,Participant Media,2015-09-11,7002261.0,Released,Our Brand Is Crisis,5.8
Joseph Gordon-Levitt,Jonathan Levine,296100,25000000.0,Comedy,3530002,en,10.516094,/51435ftgY1psapo5y5pc5QDG0lC.jpg,Sony Pictures,2015-11-20,52395996.0,Released,The Night Before,6.1
Jason Clarke,Baltasar Kormákur,253412,55000000.0,Adventure,2719848,en,10.758754,/t3ELL46AnqjS9djz1vEVh4MpKv0.jpg,Universal Pictures,2015-09-10,203427584.0,Released,Everest,6.7
Mark Ruffalo,Tom McCarthy,314365,20000000.0,Drama,1895587,en,14.63239,/ngKxbvsn9Si5TYVJfi1EGAGwThU.jpg,Universal Pictures,2015-11-06,88346473.0,Released,Spotlight,7.8
Tobey Maguire,Edward Zwick,245698,19000000.0,Thriller,1596345,en,7.399209,/mxdpBuSMqql2Uvv27NIV1pahcsW.jpg,PalmStar Media,2015-09-16,5578519.0,Released,Pawn Sacrifice,6.7
Sharlto Copley,Ilya Naishuller,325348,10000000.0,Action,3072482,en,14.544852,/qfWLO0iXmbvxzyk0ez4pXrgkRDM.jpg,Bazelevs Production,2015-09-12,14333790.0,Released,Hardcore Henry,6.2
Bradley Cooper,John Wells,295964,20000000.0,Drama,2503944,en,8.066726,/nF7OxU8DyzmIy5jH6w26Jmavofh.jpg,Double Feature Films,2015-10-02,36606743.0,Released,Burnt,6.3
Adam Sandler,Genndy Tartakovsky,159824,80000000.0,Animation,2510894,en,11.760218,/cFQHMUmxaO3PEDo5lxuQC8MCRIH.jpg,Columbia Pictures,2015-09-21,473226958.0,Released,Hotel Transylvania 2,6.7
Ajith Kumar,K. S. Ravikumar,69407,500000.0,Drama,0442781,en,0.482527,/p5zUAW7SU127kdp3DEVjfDNlB6j.jpg,Nic Arts,2006-10-20,500000.0,Released,Varalaru,6.1
Julianne Moore,Peter Sollett,306745,7000000.0,Romance,1658801,en,4.955317,/uznb3nUaOMtKWlvy2mKeZkDkfdj.jpg,Double Feature Films,2015-10-02,573335.0,Released,Freeheld,7.1
Angelina Jolie,Angelina Jolie,314385,10000000.0,Drama,3707106,en,12.61223,/vctzmTinuLACl2PIFuPhTNkTc62.jpg,Plan B Entertainment,2015-11-12,3727746.0,Released,By the Sea,5.4
Jeff Bridges,Mark Osborne,309809,64000000.0,Adventure,1754656,en,11.376954,/uUNd8rVnHxhl2DOtaU7itT2vv78.jpg,Onyx Films,2015-07-29,97571250.0,Released,The Little Prince,7.6
Gal Gadot,Patty Jenkins,297762,149000000.0,Action,0451279,en,294.337037,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,Dune Entertainment,2017-05-30,820580447.0,Released,Wonder Woman,7.2
Emma Watson,James Ponsoldt,339988,18000000.0,Drama,4287320,en,88.439243,/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg,Likely Story,2017-04-27,20497844.0,Released,The Circle,5.4
Andrew Garfield,Martin Scorsese,68730,46000000.0,Drama,0490215,en,14.16938,/sHM6i6se7mwKGRDvW4nQC7dkeKI.jpg,CatchPlay,2016-12-22,23737523.0,Released,Silence,7.0
Tom Hanks,Steven Spielberg,296098,40000000.0,Thriller,3682448,en,13.707888,/xPCNA8zJxyyFKTj47QpvkXHukzB.jpg,DreamWorks SKG,2015-10-15,165478348.0,Released,Bridge of Spies,7.2
Edward Furlong,Kelsey T. Howard,44250,2000000.0,Thriller,0419663,en,0.262437,/uPee6Nq6IxIOnG9KYnY5kxZP2cw.jpg,Primetime Pictures,2005-09-01,16344.0,Released,Cruel World,4.8
Josh Brolin,Joel Coen,270487,22000000.0,Comedy,0475290,en,11.241366,/rzMYZYphL9qrbBClQq1Jc0zPMmY.jpg,Universal Pictures,2016-02-05,63647656.0,Released,"Hail, Caesar!",5.7
Jesse Bradford,Jonathan Frakes,15028,26000000.0,Adventure,0157472,en,5.373623,/xGhDPrBz9mJN8CsIjA23jQSd3sc.jpg,Paramount Pictures,2002-03-17,38793283.0,Released,Clockstoppers,4.9
Jesse Bradford,Jonathan Frakes,15028,26000000.0,Adventure,0157472,en,4.920175,/xGhDPrBz9mJN8CsIjA23jQSd3sc.jpg,Paramount Pictures,2002-03-17,38793283.0,Released,Clockstoppers,4.9
Sam Rockwell,George Clooney,4912,30000000.0,Comedy,0270288,en,11.331072,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,Miramax Films,2002-12-30,33013805.0,Released,Confessions of a Dangerous Mind,6.6
Sam Rockwell,George Clooney,4912,30000000.0,Comedy,0270288,en,7.645827,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,Miramax Films,2002-12-30,33013805.0,Released,Confessions of a Dangerous Mind,6.6
Jack Black,Rob Letterman,257445,58000000.0,Adventure,1051904,en,12.365292,/cvuNet2rxPiTf9L0eQRNpBi7zgp.jpg,Columbia Pictures,2015-08-05,158162788.0,Released,Goosebumps,6.2
Mitya Borisov,Renata Litvinova,141520,200000.0,,1766044,en,0.560685,/6dS0fDrigZiHUiwuS5yjJECc919.jpg,,2012-11-01,486937.0,Released,Rita's Last Fairy Tale,7.4
Michael Ealy,David M. Rosenthal,304372,12000000.0,Drama,3862750,en,7.607052,/lMsMobvpvMI2JzJBT75m45p5pLu.jpg,Screen Gems,2015-09-11,60273173.0,Released,The Perfect Guy,5.6
Bill Murray,Barry Levinson,253414,15000000.0,Comedy,3164256,en,10.394389,/7Ljch9R3uie8lV3z1GUUHZRkvKH.jpg,Shangri-La Entertainment,2015-10-22,3020664.0,Released,Rock the Kasbah,5.2
Olga Kurylenko,Stephen S. Campanelli,346808,20000000.0,Action,3181776,en,7.895442,/y5pIEHodpMNDdf0nzoR90Boa2nN.jpg,Universum Film (UFA),2015-08-01,133332.0,Released,Momentum,5.9
Chris J. Murray,Gregory Plotkin,146301,10000000.0,Horror,2473510,en,9.185701,/oJCDEo41ri0Q6TnC54kfAqqU5rq.jpg,Paramount Pictures,2015-10-21,78096553.0,Released,Paranormal Activity: The Ghost Dimension,5.0
Aubrey Peeples,Jon M. Chu,266639,5000000.0,Drama,3614530,en,5.394112,/4kIgibYX725i3MVoqqdNCjEqR2G.jpg,Universal Pictures,2015-10-22,2333684.0,Released,Jem and the Holograms,5.4
Antonio Banderas,Patricia Riggen,293646,25000000.0,Drama,2006295,en,8.383246,/6QkKCZCfFQ91jjRZgHndiE2npmw.jpg,Alcon Entertainment,2015-08-06,24902723.0,Released,The 33,6.0
Kate Winslet,Jocelyn Moorhouse,298382,11930000.0,Drama,2910904,en,7.95686,/vCxIK6BAVyGMhg6A6ahDAadEn4K.jpg,Screen Australia,2015-10-01,18340000.0,Released,The Dressmaker,6.9
Bryan Cranston,Jay Roach,294016,15000000.0,Drama,3203606,en,7.358726,/fulPs5eEBXeAeBFI6KAfTkeEgJg.jpg,Groundswell Productions,2015-10-27,8235661.0,Released,Trumbo,7.3
Will Smith,Peter Landesman,321741,35000000.0,Drama,3322364,en,7.739783,/vdK1f9kpY5QEwrAiXs9R7PlerNC.jpg,Columbia Pictures,2015-11-12,50363790.0,Released,Concussion,7.0
Noah Schnapp,Steve Martino,227973,99000000.0,Animation,2452042,en,12.338346,/8Riryt5HqjAjLDeIayBSAOtxUKL.jpg,Blue Sky Studios,2015-11-05,246233113.0,Released,The Peanuts Movie,6.5
,,237214,390000.0,,3121604,en,0.016219,/prvn3tboXu0n93NTVSUMjbLfAS6.jpg,,2014-07-19,3.0,Released,Duniyadari,0.0
Bharat Jadhav,Mahesh Manjrekar,114564,380000.0,Comedy,2321513,en,0.043519,/9ibJMWTtRetP95npgHlY7I0mT73.jpg,,2010-01-15,520000.0,Released,Shikshanachya Aaicha Gho,8.0
Michael B. Jordan,Ryan Coogler,312221,37000000.0,Drama,3076658,en,33.449723,/hKzhV274pkZBSpXfCjUyzbyYKLl.jpg,New Line Cinema,2015-11-25,173567581.0,Released,Creed,7.3
Camilla Luddington,Mark Rosman,62796,20.0,Drama,1831829,en,2.493638,/weW4NplCZISfNodRfOl08Fysk57.jpg,,2011-04-18,15.0,Released,William & Kate,5.8
Josh Duhamel,Trey Nelson,360203,25000.0,Action,3593046,en,3.985181,/xtAsAVNxCI4cGjcEPbEShqu4Clt.jpg,,2015-11-05,25000.0,Released,Lost in the Sun,5.8
Gabriel Byrne,Joachim Trier,157827,11000000.0,Drama,2217859,en,12.293202,/rnbs1o9UXScWCP2VqScZqPr4IwN.jpg,Motlys,2015-05-18,161789.0,Released,Louder Than Bombs,6.7
Jeffrey Dean Morgan,Scott Mann,336004,8900000.0,Crime,3276924,en,8.476315,/t5tGykRvvlLBULIPsAJEzGg1ylm.jpg,Emmett/Furla Films,2015-11-13,4100000.0,Released,Heist,5.6
Steve Martin,Jessie Nelson,333348,17000000.0,Comedy,2279339,en,5.660649,/nL0rGAxqIT6rBBudFjN8wJDkrVM.jpg,Imagine Entertainment,2015-11-12,42426912.0,Released,Love the Coopers,5.4
Edgar Ramírez,Ericson Core,257088,105000000.0,Action,2058673,en,7.291872,/4zfbf70df2ySChbsIEjhAC9oXJ1.jpg,Studio Babelsberg,2015-12-03,133718711.0,Released,Point Break,5.5
Chloë Grace Moretz,J Blakeson,299687,38000000.0,Adventure,2304933,en,10.788263,/cgxEscv6TQRK6a514FwuJOjcqQ5.jpg,Columbia Pictures,2016-01-14,109906372.0,Released,The 5th Wave,5.6
Robert Redford,James Vanderbilt,300693,9600000.0,Drama,3859076,en,6.133745,/hoo3H8jL6mQNMPIRvUlNXWDFORS.jpg,Echo Lake Entertainment,2015-09-12,2541554.0,Released,Truth,6.5
Rutger Hauer,William Riead,218275,1.0,Drama,1445208,en,2.240259,/mLuGPnbxAYcYmESB4pS9VYNlRMe.jpg,Freestyle Releasing,2015-12-04,1.0,Released,The Letters,5.6
Anthony Dexter,Lewis Allen,285959,1300000.0,,0044177,en,0.328342,/3fV6YIqKq05iYb685JiCD7tLs1g.jpg,,1951-03-08,1550000.0,Released,Valentino,6.0
Christian Bale,Adam McKay,318846,28000000.0,Comedy,1596363,en,13.143061,/p11Ftd4VposrAzthkhF53ifYZRl.jpg,Paramount Pictures,2015-12-11,133346506.0,Released,The Big Short,7.3
Ben Stiller,Ben Stiller,329833,50000000.0,Comedy,1608290,en,10.155109,/u2s2WOskiEH71WbGCZehZ0shduO.jpg,Scott Rudin Productions,2016-02-06,55969000.0,Released,Zoolander 2,4.7
Dakota Johnson,Christian Ditter,259694,38000000.0,Comedy,1292566,en,8.898988,/jAhFr4OKTq8c5YYi8Xe5raYMU8O.jpg,New Line Cinema,2016-01-21,112343513.0,Released,How to Be Single,5.9
Jeff Speakman,Mark DiSalle,34421,10000000.0,Action,0102655,en,1.634827,/juqLfqdUVZrmHwOWPMCgA6cf0D9.jpg,Paramount Pictures,1991-03-15,14061361.0,Released,The Perfect Weapon,6.0
Marlon Wayans,Michael Tiddes,351819,20000000.0,Romance,4667094,en,6.785049,/dwvA1Ht4e0ydhG66qIbCd8BbZXe.jpg,Open Road Films (II),2016-01-28,21164799.0,Released,Fifty Shades of Black,4.3
